1997,1,JOURNAL OF COMMUNICATION,0.986
1997,2,HUMAN COMMUNICATION RESEARCH,0.822
1997,3,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0.864
1997,4,PUBLIC CULTURE,0.711
1997,5,JOURNAL OF ADVERTISING RESEARCH,0.659
1997,6,DISCOURSE & SOCIETY,0.657
1997,7,COMMUNICATION RESEARCH,0.63
1997,8,COMMUNICATION MONOGRAPHS,0.622
1997,9,CRITICAL STUDIES IN MASS COMMUNICATION,0.617
1997,10,TELECOMMUNICATIONS POLICY,0.586
1997,11,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,0.556
1997,12,HEALTH COMMUNICATION,0.553
1997,13,POLITICAL COMMUNICATION,0.545
1997,14,MEDIA CULTURE & SOCIETY,0.53
1997,15,WRITTEN COMMUNICATION,0.5
1997,16,PUBLIC OPINION QUARTERLY,0.49
1997,17,JOURNAL OF ADVERTISING,0.477
1997,18,LANGUAGE & COMMUNICATION,0.468
1997,19,JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,0.444
1997,20,QUARTERLY JOURNAL OF SPEECH,0.425
1997,21,JOURNAL OF NARRATIVE AND LIFE HISTORY,0.333
1997,21,SCIENCE COMMUNICATION,0.333
1997,23,JOURNALISM & MASS COMMUNICATION QUARTERLY,0.323
1997,24,COMMUNICATION EDUCATION,0.321
1997,25,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0.279
1997,26,WESTERN JOURNAL OF COMMUNICATION,0.275
1997,27,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,0.235
1997,28,EUROPEAN JOURNAL OF COMMUNICATION,0.227
1997,29,EUROPEAN JOURNAL OF DISORDERS OF COMMUNICATION,0.212
1997,30,JOURNAL OF MEDIA ECONOMICS,0.156
1997,31,PUBLIC RELATIONS REVIEW,0.122
1997,32,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,0.105
1997,33,LEARNED PUBLISHING,0.095
1997,34,PUBLISHING RESEARCH QUARTERLY,0.025
1997,35,MEDIA STUDIES JOURNAL,0.021
1997,36,COMMUNICATION THEORY,0
1998,1,JOURNAL OF COMMUNICATION,1.407
1998,2,WRITTEN COMMUNICATION,0.897
1998,3,COMMUNICATION THEORY,0.882
1998,4,DISCOURSE & SOCIETY,1.056
1998,5,PUBLIC OPINION QUARTERLY,0.882
1998,6,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,0.88
1998,7,TELECOMMUNICATIONS POLICY,0.847
1998,8,JOURNAL OF ADVERTISING RESEARCH,0.784
1998,9,QUARTERLY JOURNAL OF SPEECH,0.758
1998,10,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0.714
1998,11,HEALTH COMMUNICATION,0.675
1998,12,COMMUNICATION RESEARCH,0.6
1998,13,COMMUNICATION MONOGRAPHS,0.595
1998,14,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,0.586
1998,15,JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,0.569
1998,16,HUMAN COMMUNICATION RESEARCH,0.562
1998,17,JOURNAL OF ADVERTISING,0.561
1998,18,PUBLIC CULTURE,0.545
1998,19,JOURNALISM & MASS COMMUNICATION QUARTERLY,0.523
1998,20,COMMUNICATION EDUCATION,0.519
1998,21,LANGUAGE & COMMUNICATION,0.469
1998,22,MEDIA CULTURE & SOCIETY,0.459
1998,23,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0.4
1998,23,JOURNAL OF MEDIA ECONOMICS,0.4
1998,25,CRITICAL STUDIES IN MASS COMMUNICATION,0.359
1998,26,LEARNED PUBLISHING,0.345
1998,27,POLITICAL COMMUNICATION,0.3
1998,28,WESTERN JOURNAL OF COMMUNICATION,0.289
1998,29,JOURNAL OF APPLIED COMMUNICATION RESEARCH,0.273
1998,30,SCIENCE COMMUNICATION,0.257
1998,31,EUROPEAN JOURNAL OF COMMUNICATION,0.237
1998,32,PUBLIC RELATIONS REVIEW,0.233
1998,33,EUROPEAN JOURNAL OF DISORDERS OF COMMUNICATION,0.208
1998,34,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,0.194
1998,35,JAVNOST-THE PUBLIC,0.083
1998,36,PUBLISHING RESEARCH QUARTERLY,0.078
1998,37,JOURNAL OF NARRATIVE AND LIFE HISTORY,0.048
1998,38,MEDIA STUDIES JOURNAL,0.011
1999,1,DISCOURSE & SOCIETY,1.395
1999,2,WRITTEN COMMUNICATION,1.32
1999,3,PUBLIC OPINION QUARTERLY,1.154
1999,4,COMMUNICATION RESEARCH,0.911
1999,5,PUBLIC UNDERSTANDING OF SCIENCE,0.833
1999,6,JOURNAL OF COMMUNICATION,0.815
1999,7,HUMAN COMMUNICATION RESEARCH,0.787
1999,8,JOURNAL OF ADVERTISING,0.712
1999,9,POLITICAL COMMUNICATION,0.679
1999,10,PUBLIC CULTURE,0.658
1999,11,JOURNAL OF ADVERTISING RESEARCH,0.637
1999,12,JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,0.621
1999,13,COMMUNICATION EDUCATION,0.615
1999,14,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0.586
1999,15,JOURNAL OF HEALTH COMMUNICATION,0.579
1999,16,COMMUNICATION THEORY,0.531
1999,17,CRITICAL STUDIES IN MASS COMMUNICATION,0.524
1999,18,JOURNALISM & MASS COMMUNICATION QUARTERLY,0.5
1999,19,PUBLIC RELATIONS REVIEW,0.472
1999,20,HEALTH COMMUNICATION,0.45
1999,21,MEDIA CULTURE & SOCIETY,0.436
1999,22,COMMUNICATION MONOGRAPHS,0.412
1999,23,EUROPEAN JOURNAL OF DISORDERS OF COMMUNICATION,0.409
1999,24,TELECOMMUNICATIONS POLICY,0.404
1999,25,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,0.389
1999,26,TECHNICAL COMMUNICATION,0.38
1999,27,JOURNAL OF MEDIA ECONOMICS,0.37
1999,28,JOURNAL OF APPLIED COMMUNICATION RESEARCH,0.368
1999,29,EUROPEAN JOURNAL OF COMMUNICATION,0.353
1999,30,RESEARCH ON LANGUAGE AND SOCIAL INTERACTION,0.321
1999,31,NARRATIVE INQUIRY,0.286
1999,32,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,0.257
1999,33,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,0.25
1999,34,QUARTERLY JOURNAL OF SPEECH,0.243
1999,35,LANGUAGE & COMMUNICATION,0.231
1999,36,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0.205
1999,37,WESTERN JOURNAL OF COMMUNICATION,0.196
1999,38,SCIENCE COMMUNICATION,0.188
1999,39,LEARNED PUBLISHING,0.156
1999,40,JOURNAL OF NARRATIVE AND LIFE HISTORY,0.128
1999,41,JAVNOST-THE PUBLIC,0.098
1999,42,MEDIA STUDIES JOURNAL,0.062
1999,43,PUBLISHING RESEARCH QUARTERLY,0.038
2000,1,DISCOURSE & SOCIETY,1.8
2000,2,COMMUNICATION RESEARCH,1.091
2000,3,COMMUNICATION MONOGRAPHS,1.049
2000,4,PUBLIC UNDERSTANDING OF SCIENCE,0.943
2000,5,PUBLIC OPINION QUARTERLY,0.863
2000,6,COMMUNICATION THEORY,0.818
2000,7,TELECOMMUNICATIONS POLICY,0.731
2000,8,POLITICAL COMMUNICATION,0.729
2000,9,JOURNAL OF APPLIED COMMUNICATION RESEARCH,0.707
2000,10,HUMAN COMMUNICATION RESEARCH,0.7
2000,11,EUROPEAN JOURNAL OF COMMUNICATION,0.639
2000,12,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,0.633
2000,13,JOURNAL OF ADVERTISING,0.63
2000,14,LANGUAGE & COMMUNICATION,0.583
2000,15,HEALTH COMMUNICATION,0.571
2000,16,JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,0.559
2000,17,WRITTEN COMMUNICATION,0.536
