2016,Argumentation,LINGUISTICS,3.333333333333333
2016,Argumentation,"PSYCHOLOGY, MULTIDISCIPLINARY",2.0
2016,Argumentation,INFORMATION SCIENCE & LIBRARY SCIENCE,0.5
2016,Argumentation,LOGIC,1.0
2016,Argumentation,"ENGINEERING, MULTIDISCIPLINARY",0.3333333333333333
2016,Argumentation,"EDUCATION, SCIENTIFIC DISCIPLINES",0.3333333333333333
2016,Argumentation,ETHICS,1.0
2016,Argumentation,MANAGEMENT,0.5
2016,Argumentation,BUSINESS,0.5
2016,Argumentation,EDUCATION & EDUCATIONAL RESEARCH,3.3333333333333335
2016,Argumentation,SOCIOLOGY,0.5
2016,Argumentation,"COMPUTER SCIENCE, THEORY & METHODS",0.5
2016,Argumentation,"PSYCHOLOGY, SOCIAL",0.3333333333333333
2016,Argumentation,HISTORY & PHILOSOPHY OF SCIENCE,3.0
2016,Argumentation,MATHEMATICS,0.75
2016,Argumentation,STATISTICS & PROBABILITY,0.25
2016,Argumentation,"PSYCHOLOGY, DEVELOPMENTAL",1.0
2016,Argumentation,"PSYCHOLOGY, CLINICAL",0.5
2016,Argumentation,LAW,0.25
2016,Argumentation,"SOCIAL SCIENCES, MATHEMATICAL METHODS",0.25
2016,Argumentation,COMMUNICATION,3.833333333333333
2016,Argumentation,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1.0
2016,Argumentation,"SOCIAL SCIENCES, INTERDISCIPLINARY",0.5
2016,Argumentation,"BUSINESS, FINANCE",1.0
2016,Argumentation,"PSYCHOLOGY, EDUCATIONAL",0.5
2016,COMMUNICATION MONOGRAPHS,SOCIAL ISSUES,0.5
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, MULTIDISCIPLINARY",8.666666666666666
2016,COMMUNICATION MONOGRAPHS,INFORMATION SCIENCE & LIBRARY SCIENCE,1.3333333333333333
2016,COMMUNICATION MONOGRAPHS,CRIMINOLOGY & PENOLOGY,0.3333333333333333
2016,COMMUNICATION MONOGRAPHS,WOMENS STUDIES,0.3333333333333333
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, APPLIED",3.8333333333333335
2016,COMMUNICATION MONOGRAPHS,MANAGEMENT,3.8333333333333335
2016,COMMUNICATION MONOGRAPHS,BUSINESS,1.8333333333333333
2016,COMMUNICATION MONOGRAPHS,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",0.5
2016,COMMUNICATION MONOGRAPHS,EDUCATION & EDUCATIONAL RESEARCH,1.0
2016,COMMUNICATION MONOGRAPHS,PHYSIOLOGY,0.2
2016,COMMUNICATION MONOGRAPHS,FAMILY STUDIES,1.8333333333333333
2016,COMMUNICATION MONOGRAPHS,SOCIAL WORK,0.5
2016,COMMUNICATION MONOGRAPHS,PSYCHIATRY,0.6666666666666666
2016,COMMUNICATION MONOGRAPHS,EVOLUTIONARY BIOLOGY,0.3333333333333333
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, MATHEMATICAL",0.5
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, EXPERIMENTAL",3.7
2016,COMMUNICATION MONOGRAPHS,SOCIOLOGY,3.1666666666666665
2016,COMMUNICATION MONOGRAPHS,PEDIATRICS,0.25
2016,COMMUNICATION MONOGRAPHS,NEUROSCIENCES,0.7
2016,COMMUNICATION MONOGRAPHS,HEALTH POLICY & SERVICES,0.8333333333333333
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, SOCIAL",16.5
2016,COMMUNICATION MONOGRAPHS,ZOOLOGY,0.5
2016,COMMUNICATION MONOGRAPHS,ECOLOGY,0.3333333333333333
2016,COMMUNICATION MONOGRAPHS,POLITICAL SCIENCE,5.5
2016,COMMUNICATION MONOGRAPHS,BEHAVIORAL SCIENCES,1.3333333333333333
2016,COMMUNICATION MONOGRAPHS,STATISTICS & PROBABILITY,1.0
2016,COMMUNICATION MONOGRAPHS,"SOCIAL SCIENCES, MATHEMATICAL METHODS",0.5
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, DEVELOPMENTAL",4.583333333333334
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, CLINICAL",8.0
2016,COMMUNICATION MONOGRAPHS,BIOLOGY,0.3333333333333333
2016,COMMUNICATION MONOGRAPHS,PSYCHOLOGY,2.2
2016,COMMUNICATION MONOGRAPHS,COMMUNICATION,15.333333333333332
2016,COMMUNICATION MONOGRAPHS,"SOCIAL SCIENCES, BIOMEDICAL",1.0
2016,COMMUNICATION MONOGRAPHS,CLINICAL NEUROLOGY,0.6666666666666666
2016,COMMUNICATION MONOGRAPHS,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2.3333333333333335
2016,COMMUNICATION MONOGRAPHS,"SOCIAL SCIENCES, INTERDISCIPLINARY",2.6666666666666665
2016,COMMUNICATION MONOGRAPHS,MULTIDISCIPLINARY SCIENCES,1.0
2016,COMMUNICATION MONOGRAPHS,"PSYCHOLOGY, BIOLOGICAL",0.5333333333333333
2016,COMMUNICATION MONOGRAPHS,LAW,1.1666666666666665
2016,COMMUNICATION MONOGRAPHS,NURSING,0.6666666666666666
2016,Information Communication & Society,LINGUISTICS,2.6666666666666665
2016,Information Communication & Society,SOCIAL ISSUES,4.333333333333333
2016,Information Communication & Society,INTERNATIONAL RELATIONS,4.0
2016,Information Communication & Society,CRIMINOLOGY & PENOLOGY,2.0
2016,Information Communication & Society,BUSINESS,21.333333333333332
2016,Information Communication & Society,"MEDICINE, GENERAL & INTERNAL",5.0
2016,Information Communication & Society,INFORMATION SCIENCE & LIBRARY SCIENCE,28.066666666666663
2016,Information Communication & Society,ECONOMICS,14.166666666666668
2016,Information Communication & Society,WOMENS STUDIES,4.666666666666666
2016,Information Communication & Society,ANTHROPOLOGY,8.333333333333332
2016,Information Communication & Society,HEALTH CARE SCIENCES & SERVICES,4.4
2016,Information Communication & Society,"PSYCHOLOGY, APPLIED",3.3333333333333335
2016,Information Communication & Society,ETHICS,1.6666666666666665
2016,Information Communication & Society,SUBSTANCE ABUSE,3.0
2016,Information Communication & Society,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",0.6666666666666666
2016,Information Communication & Society,GERIATRICS & GERONTOLOGY,0.5
2016,Information Communication & Society,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",7.066666666666667
2016,Information Communication & Society,MANAGEMENT,21.0
2016,Information Communication & Society,"PSYCHOLOGY, MULTIDISCIPLINARY",9.166666666666666
2016,Information Communication & Society,PUBLIC ADMINISTRATION,5.0
2016,Information Communication & Society,"COMPUTER SCIENCE, CYBERNETICS",3.6666666666666665
2016,Information Communication & Society,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",1.5
2016,Information Communication & Society,EDUCATION & EDUCATIONAL RESEARCH,11.0
2016,Information Communication & Society,ENVIRONMENTAL STUDIES,2.0
2016,Information Communication & Society,TELECOMMUNICATIONS,2.333333333333333
2016,Information Communication & Society,FAMILY STUDIES,0.6666666666666666
2016,Information Communication & Society,PSYCHIATRY,1.6666666666666665
2016,Information Communication & Society,MEDICAL INFORMATICS,1.4
2016,Information Communication & Society,"PHYSICS, MULTIDISCIPLINARY",2.0
2016,Information Communication & Society,"PSYCHOLOGY, EXPERIMENTAL",2.0
2016,Information Communication & Society,"COMPUTER SCIENCE, INFORMATION SYSTEMS",9.399999999999999
2016,Information Communication & Society,SOCIOLOGY,45.66666666666667
2016,Information Communication & Society,"COMPUTER SCIENCE, THEORY & METHODS",0.6666666666666666
2016,Information Communication & Society,MATHEMATICAL & COMPUTATIONAL BIOLOGY,1.0
2016,Information Communication & Society,HEALTH POLICY & SERVICES,1.0
2016,Information Communication & Society,BIOLOGY,5.0
2016,Information Communication & Society,"PSYCHOLOGY, CLINICAL",1.0
2016,Information Communication & Society,PLANNING & DEVELOPMENT,1.6666666666666665
2016,Information Communication & Society,HISTORY & PHILOSOPHY OF SCIENCE,5.0
2016,Information Communication & Society,ERGONOMICS,3.6666666666666665
2016,Information Communication & Society,"MATHEMATICS, APPLIED",2.0
2016,Information Communication & Society,POLITICAL SCIENCE,53.333333333333336
2016,Information Communication & Society,ETHNIC STUDIES,1.0
2016,Information Communication & Society,STATISTICS & PROBABILITY,2.5
2016,Information Communication & Society,"SOCIAL SCIENCES, MATHEMATICAL METHODS",1.5
2016,Information Communication & Society,"PSYCHOLOGY, DEVELOPMENTAL",4.666666666666666
2016,Information Communication & Society,"PSYCHOLOGY, SOCIAL",20.666666666666668
2016,Information Communication & Society,GERONTOLOGY,7.5
2016,Information Communication & Society,"PSYCHOLOGY, EDUCATIONAL",4.0
2016,Information Communication & Society,PSYCHOLOGY,3.5
2016,Information Communication & Society,COMMUNICATION,65.66666666666667
2016,Information Communication & Society,"SOCIAL SCIENCES, BIOMEDICAL",4.333333333333333
2016,Information Communication & Society,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",0.6666666666666666
2016,Information Communication & Society,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",5.0
2016,Information Communication & Society,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,1.6666666666666665
2016,Information Communication & Society,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",1.6666666666666665
2016,Information Communication & Society,URBAN STUDIES,4.666666666666666
2016,Information Communication & Society,"SOCIAL SCIENCES, INTERDISCIPLINARY",10.0
2016,Information Communication & Society,CULTURAL STUDIES,15.666666666666666
2016,Information Communication & Society,MULTIDISCIPLINARY SCIENCES,12.0
2016,Information Communication & Society,LAW,4.0
2016,Information Communication & Society,AREA STUDIES,4.0
2016,Information Communication & Society,GEOGRAPHY,13.333333333333334
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,LINGUISTICS,0.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,0.8333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,INFORMATION SCIENCE & LIBRARY SCIENCE,8.666666666666666
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"PSYCHOLOGY, MULTIDISCIPLINARY",2.833333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,PLANNING & DEVELOPMENT,0.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"PSYCHOLOGY, APPLIED",3.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,MANAGEMENT,15.500000000000002
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,BUSINESS,14.666666666666668
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,PUBLIC ADMINISTRATION,1.0
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",1.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",0.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,EDUCATION & EDUCATIONAL RESEARCH,0.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"PSYCHOLOGY, EXPERIMENTAL",0.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, INFORMATION SYSTEMS",4.166666666666666
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,SOCIOLOGY,1.0
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, THEORY & METHODS",0.8333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"PSYCHOLOGY, SOCIAL",1.6666666666666665
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"HOSPITALITY, LEISURE, SPORT & TOURISM",0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,ERGONOMICS,0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"SOCIAL SCIENCES, MATHEMATICAL METHODS",0.5
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"ENGINEERING, INDUSTRIAL",0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,PSYCHOLOGY,1.0
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,COMMUNICATION,9.0
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"COMPUTER SCIENCE, CYBERNETICS",0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,ENVIRONMENTAL STUDIES,0.3333333333333333
2016,IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,"SOCIAL SCIENCES, INTERDISCIPLINARY",2.3333333333333335
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,SOCIAL ISSUES,0.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,INTERNATIONAL RELATIONS,4.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,1.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"MEDICINE, GENERAL & INTERNAL",1.0
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,ECONOMICS,7.25
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,BUSINESS,18.333333333333332
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,PLANNING & DEVELOPMENT,0.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,HEALTH CARE SCIENCES & SERVICES,0.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"PSYCHOLOGY, APPLIED",15.666666666666666
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,ETHICS,0.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,GERIATRICS & GERONTOLOGY,0.25
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,MANAGEMENT,25.833333333333332
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"PSYCHOLOGY, MULTIDISCIPLINARY",14.25
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",1.9999999999999998
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,ENVIRONMENTAL STUDIES,0.3333333333333333
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,FAMILY STUDIES,0.3333333333333333
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,INDUSTRIAL RELATIONS & LABOR,3.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"ENGINEERING, INDUSTRIAL",0.3333333333333333
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"PSYCHOLOGY, EXPERIMENTAL",4.75
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,SOCIOLOGY,3.3333333333333335
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,HEALTH POLICY & SERVICES,0.5
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"PSYCHOLOGY, MATHEMATICAL",1.1666666666666665
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"PSYCHOLOGY, SOCIAL",17.833333333333336
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"HOSPITALITY, LEISURE, SPORT & TOURISM",1.3333333333333333
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,POLITICAL SCIENCE,6.0
2016,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,"BUSINESS, FINANCE",1.0
